ENSG,Tissue,Cohens_D,Wilcoxon_p,PearsonR_AGE,Pearson_p_AGE,PearsonR_BMI,Pearson_p_BMI
ENSG00000089356,Breast,0.934410659002415,7.60365820689708e-17,-0.0289728966005176,0.536705048832638,-0.0279866777159295,0.550664140083088
ENSG00000090534,Kidney,0.432409023983481,0.11972934398395,-0.106152928068949,0.33358082358403,-0.0851316127187196,0.438539801416778
ENSG00000091704,Brain,0.196853784117832,0.169260664038897,0.0682349661077358,0.29141880330466,0.0409961179998525,0.526480069246095
ENSG00000094755,Breast,1.50321158503155,1.15001618236419e-36,0.0149567713846018,0.74981642821868,-0.00375357015526785,0.93621921037653
ENSG00000095932,Liver,0.10796537109422,0.489422817151862,0.136535169196551,0.0407354524819108,-0.00775117491904923,0.90795230742213
ENSG00000096006,Vagina,NA,NA,-0.0913201122526363,0.26000679132299,0.113944278860385,0.15940429911585
ENSG00000099958,Colon,-0.0470333711637822,0.634831643453504,-0.125048453882005,0.0118851474400866,-0.0834721827108876,0.0938368198617412
ENSG00000100121,Testis,NA,NA,-0.0385926996724271,0.465408285573082,0.114105104764474,0.0304231668470529
ENSG00000100266,Kidney,0.202948619794598,0.551179978186226,0.00682796994870709,0.950547374858347,0.0167757121200598,0.878883204969141
ENSG00000100321,Intestine,0.137211270212868,0.356515976373069,-0.0654874748514944,0.374506880526524,-0.0590851060087368,0.423084553068164
ENSG00000100427,Testis,NA,NA,-0.00836835642275424,0.874276373945698,0.0105121176379762,0.842446383740027
ENSG00000101443,Breast,0.971880645719898,1.4150613983829e-17,0.00346554203840424,0.941104155786634,-0.0397027470962091,0.397130443056036
ENSG00000101883,Brain,0.229386818689943,0.951486218305131,-0.0841584107601184,0.19291357067167,-0.0364210254427912,0.573670884449905
ENSG00000102100,Kidney,-0.0206625074193186,0.870122825733685,0.0875272286460536,0.425716269851621,0.0382351461074227,0.728277081718573
ENSG00000102890,Breast,0.675106100201737,3.19273378894213e-10,-0.0488565378150145,0.297321008892932,-0.00494629388685226,0.916018152499457
ENSG00000103067,Breast,0.606671588500479,1.11200598677351e-07,-0.0399994811270728,0.393608914173091,-0.0311633873206709,0.506348565316288
ENSG00000103449,Colon,-0.0310792359556737,0.679713571715798,-0.151988180504364,0.00218929415436241,-0.0327209696818509,0.511939194865626
ENSG00000103490,Ovary,NA,NA,-0.123699293126366,0.0999592010857353,-0.189759543062712,0.0111818069890875
ENSG00000104140,Breast,1.19036152681533,2.16354371991865e-26,-0.00176909591010468,0.969914592085988,-0.00210344647889922,0.964232091455128
ENSG00000104321,Colon,0.0655507585678339,0.622241949450519,-0.139553101378333,0.00495331352924498,-0.0350340201105054,0.482548950700677
ENSG00000104413,Breast,0.872914492422703,7.83823348907298e-15,-0.0261891327931083,0.576556099304356,-0.010259991617907,0.826853645274493
ENSG00000104447,Breast,0.554250242594274,5.61609933370824e-07,-0.00715300026343579,0.878795074814396,0.0188635330166158,0.687545911393513
ENSG00000104814,Intestine,0.186083729416053,0.260043649126832,-0.169027561355306,0.0210934150005321,-0.113340059765143,0.123487367799423
ENSG00000104892,Breast,1.06257354708077,1.84814950937051e-22,-0.00810043445849272,0.862890314669402,-0.011515345587052,0.806066264137646
ENSG00000104894,Intestine,0.190057020895868,0.234556988598628,-0.200953954681653,0.00595436635256626,-0.116613117938805,0.112947642792721
ENSG00000105058,Vagina,NA,NA,-0.250241804789753,0.00174762383988789,0.0449648325750551,0.579761676835264
ENSG00000105289,Breast,0.818389001411614,1.47481062752901e-13,-0.0202394965753536,0.666082842243417,-0.0068836696900185,0.883325581663122
ENSG00000105369,Colon,-0.0989958406727316,0.228943090048521,-0.154148764660358,0.0018877649014161,-0.0709334318469239,0.154701419584709
ENSG00000105662,Intestine,0.172719167022758,0.222499418480078,-0.164054367999682,0.0252535512963875,-0.0548339302940768,0.457267856323119
ENSG00000107485,Breast,0.710968863188028,2.09884619838482e-10,0.0170499845074139,0.716220022362941,0.00239311775600205,0.959310396907204
ENSG00000108244,Breast,0.994811578808518,9.64543861853506e-20,0.0284478668229122,0.544114279166075,0.00227916418572446,0.961246364657698
ENSG00000108375,Breast,0.795636408187889,1.32003008672529e-13,-0.0515497340443901,0.271453834879589,-0.00873648804440479,0.852243344987462
ENSG00000108839,Vagina,NA,NA,-0.0963282575484737,0.234664538601215,0.0834776235004901,0.303344486780828
ENSG00000108932,Vagina,NA,NA,-0.0929362242527974,0.251631841985693,0.0552280415509584,0.496316072108644
ENSG00000109270,Vagina,NA,NA,-0.0118979483885587,0.883564672379248,-0.0222230471100726,0.784416884243103
ENSG00000109618,Kidney,0.14693185814267,0.323991259793478,0.0512728602599388,0.641201197641348,-0.0268772279032445,0.807098434470497
ENSG00000110484,Breast,0.555363068513903,7.58355600112209e-07,0.0884355096166532,0.0588837433330145,-0.0341666224157262,0.466239412771388
ENSG00000110777,Colon,-0.104077842143134,0.219477300672789,-0.128997411324071,0.00944162234612082,-0.10433938554523,0.0360447030231867
ENSG00000111057,Breast,0.723489541894783,3.08944623941491e-09,-0.0291827562403652,0.533757718605819,-0.0307475825459309,0.512040901570501
ENSG00000111319,Breast,1.02224116130111,1.68407409801569e-20,0.0074436533892012,0.873910331951732,-0.010668950373688,0.820067658885822
ENSG00000111707,Uterus,NA,NA,-0.204621544047684,0.0149359514364807,0.0384505813766682,0.650780218161736
ENSG00000111846,Breast,0.849118893503016,4.74775620257036e-16,-0.0715444095774102,0.126707877051494,0.0170833738901962,0.715688330964097
ENSG00000112799,Intestine,0.215799814289917,0.150332593339917,-0.18056283271058,0.0136534694105559,-0.0813983310864914,0.269386979584952
ENSG00000112812,Breast,0.986775875923554,5.79381593418358e-20,-0.0137920515748912,0.768722065186491,-0.0270607636391603,0.563929712415316
ENSG00000113196,Colon,0.0289407714997918,0.789842774166582,0.0722206659048861,0.147334135480999,0.0281912216152057,0.572078431160273
ENSG00000113430,Breast,0.857591807708658,9.44797282616026e-16,-0.0291095361602376,0.534785116443256,-0.0137088606896731,0.77007782324522
ENSG00000113621,Kidney,0.0206810921501629,0.98737574296933,-0.0265232625158738,0.809590663638824,-0.0150121471026304,0.891533894772538
ENSG00000113645,Breast,0.964747685674829,3.62672343638289e-19,-0.0136687170331026,0.77073229347608,-0.022587229709441,0.630090929954575
ENSG00000114270,Breast,0.979946469583126,1.29889841415942e-19,-0.0300784214820389,0.521271041457551,-0.0123460659064751,0.79238412982353
ENSG00000115255,Kidney,0.0920963867676522,0.787938962948871,0.000974337030545581,0.992938862538524,-0.123226797546729,0.261198928264606
ENSG00000115310,Uterus,NA,NA,-0.213954052239236,0.0108491878328566,0.023633922270528,0.780875712287871
ENSG00000115339,Breast,0.843015295045541,3.33481376706243e-15,-0.0313992206358556,0.503134829641697,0.00838657376564856,0.858097405843092
ENSG00000115361,Vagina,NA,NA,0.119065740984525,0.141354438217941,0.0408496998382786,0.614956303324478
ENSG00000116299,Breast,0.773921916661006,3.2231454361903e-11,-0.0231016201534279,0.622316831445897,-0.0186515583504903,0.690875376454451
ENSG00000119411,Breast,0.713570118163742,4.99843703897375e-10,-0.0213843576475761,0.648429155151492,-0.0137042922990447,0.770152294430984
ENSG00000119888,Breast,1.18889522098716,1.87670745589442e-26,-0.0379351833145782,0.418496814159308,-0.0217401871866738,0.642981577521144
ENSG00000120526,Kidney,-0.0656775250874502,0.65392715097116,0.0855426806721163,0.436324025910131,0.00475700463003008,0.965535503432136
ENSG00000121075,Prostate,NA,NA,0.220270752486434,0.000572875501967209,0.0250107010789026,0.699265420795862
ENSG00000121289,Kidney,0.0776064200791807,0.544155276969048,2.82101663389639e-06,0.999979555491687,0.015708901022932,0.886532406847226
ENSG00000121680,Kidney,-0.0900885152950038,0.669221906153768,-0.0487281064812672,0.657865261992092,0.0523292834048364,0.634334515599574
ENSG00000122490,Vagina,NA,NA,-0.0760958332222249,0.348248727615702,-0.0504253494410973,0.5345607359246
ENSG00000124466,Breast,0.538414533766939,7.24688014549577e-07,-0.0312704638885348,0.504888084641499,0.0168755491265425,0.71899995037237
ENSG00000124664,Breast,0.422725688955194,0.000668601173757523,-0.00349597275675538,0.940587944452814,-0.0166802940883569,0.72211607514792
ENSG00000124839,Breast,0.612746235219806,7.74608960564861e-08,-0.0134313170527017,0.774605985883139,-0.0205564387359704,0.66117659512764
ENSG00000124935,Breast,0.705008132513864,1.02198363432117e-10,0.074309524918129,0.112648694652785,-0.0299027922955422,0.523707664590571
ENSG00000125731,Breast,1.01763177589163,3.81617447116895e-21,-0.017757142910847,0.704988935537419,-0.0101162360417092,0.829242120866349
ENSG00000125734,Uterus,NA,NA,-0.133654833065685,0.114099226426893,-0.193885174598799,0.0212411781265048
ENSG00000125850,Breast,0.692177189307415,3.20791392955377e-10,-0.0272242811601783,0.56157588039193,-0.0168503300546199,0.719402167481389
ENSG00000125910,Intestine,0.183005342243068,0.252909924470418,-0.190405185605335,0.00923759397106314,-0.146798423069152,0.0455637785278829
ENSG00000126460,Breast,0.616253944937467,4.12995018251677e-09,-0.038734107087755,0.40875704564268,0.0245463888286713,0.600707316702928
ENSG00000126882,Intestine,0.142161584014297,0.316604429491156,-0.220179106789934,0.00252986599414688,-0.124363196362511,0.0907936599623653
ENSG00000127585,Breast,0.743395551639202,1.24115007510956e-12,-0.0136867582684735,0.770438143372368,-0.0280528765945812,0.549721603633362
ENSG00000128422,Breast,1.07319739917246,2.55446916670032e-21,0.0413895358552202,0.377364694220417,-0.0207575269617856,0.658071249250891
ENSG00000129003,Vagina,NA,NA,0.0916407780243336,0.25833004198204,-0.00201512184132525,0.980211868681208
ENSG00000129250,Kidney,0.0398796579081567,0.845276997357505,-0.0292028745094326,0.790772702233377,0.0408045301350594,0.710798774046013
ENSG00000129353,Kidney,0.0253061385397504,0.861825365740004,-0.0828041330720196,0.451204696804352,0.0524272227812923,0.63369946674087
ENSG00000129354,Breast,0.713849377490583,1.88074279306342e-09,-0.0259961136091268,0.579370030045373,-0.0148410148474197,0.751688897803107
ENSG00000129514,Breast,0.344394663179237,0.00221573068837229,-0.000558800026408473,0.990494973849577,-0.0135864945537998,0.772073290860184
ENSG00000130147,Kidney,0.0987470691663485,0.92855529987836,0.0541006488219886,0.622890035901611,0.0942987526937714,0.390652816473515
ENSG00000130545,Breast,0.684604894938906,3.6627658575756e-10,-0.0319178092043578,0.496105898922694,-0.0246859940142618,0.598637252004017
ENSG00000130768,Breast,0.704400642993349,2.00082602942707e-11,-0.0623588845231506,0.183279450231334,0.00356909080439196,0.93934770893923
ENSG00000130956,Vagina,NA,NA,-0.00500644714291584,0.950863397145463,0.0307163338440082,0.705309264879723
ENSG00000131037,Breast,0.779117208950027,3.38387078911115e-12,-0.0152391826893064,0.745254344391539,-0.0125778849758884,0.78857717158234
ENSG00000131746,Breast,1.1709857694039,2.74123327299909e-26,0.0166144579036942,0.723167811383421,-0.0262632702599137,0.575476996247801
ENSG00000131941,Breast,0.718765946895317,3.82191247931271e-10,-0.0374417579257557,0.424579635430305,-0.0231406649279574,0.621728435232852
ENSG00000132465,Colon,-0.0747524144997138,0.298388472213105,-0.13304594356858,0.00741032807423194,-0.038697732565303,0.43792888610305
ENSG00000132698,Breast,0.919813502319842,3.21654673248712e-16,-0.0287972012886152,0.539178823809829,-0.0249961561243499,0.5940497535534
ENSG00000132849,Breast,0.885544691627146,2.10869877211671e-16,-0.0251502214315827,0.591777001311286,-0.00461513907473706,0.921622035678079
ENSG00000134028,Colon,-0.0161873700160175,0.657759391790247,-0.179747342462688,0.000281996152192307,-0.0495564409930557,0.32041938519853
ENSG00000134258,Breast,0.830755208282329,8.81493574581533e-13,0.0236284446318251,0.614398104968989,-0.016841984935843,0.719535280223424
ENSG00000134709,Breast,0.782998533367831,7.62503904842628e-13,-0.0306474709181899,0.513416375214279,-0.00726920321361946,0.876841594988718
ENSG00000134760,Vagina,NA,NA,-0.166934312507948,0.0385212054558729,0.102026962211811,0.207996323180408
ENSG00000134982,Salivary,0.271270033096142,0.126007860741632,0.151168868753555,0.05559620152766,-0.0691906087076622,0.383134469241986
ENSG00000135373,Breast,1.35964152561065,6.51938587768344e-33,-0.0111059416261255,0.812831342510018,-0.0163058550080422,0.728104678206845
ENSG00000136490,Intestine,0.191278033890983,0.234556988598628,-0.219341466072943,0.00262999678976571,-0.148081273057512,0.0436872611930492
ENSG00000136816,Kidney,0.124601646229494,0.509713307240503,0.0321444632441006,0.770252365950976,0.00207276078012891,0.984979132432001
ENSG00000137203,Breast,0.717071652937267,1.32977485202909e-09,-0.0140168795087574,0.765061590968947,-0.0189567517114923,0.686083639421704
ENSG00000137392,Ovary,NA,NA,-0.0270246946976793,0.720283735739245,0.0116717687985737,0.877113814844857
ENSG00000137392,Pituitary,0.091523661720943,0.387671488137611,0.0460990471216937,0.439827568257312,0.0231350407234558,0.698370576978044
ENSG00000137392,Salivary,0.223135921199999,0.606574311258444,0.014730864135628,0.852862471560636,-0.084833206221224,0.284639324329872
ENSG00000137392,Uterus,NA,NA,0.139114578286145,0.0999286714038353,-0.0117809836187453,0.889725958828134
ENSG00000137441,Testis,NA,NA,0.0155931861473638,0.768109311733187,-0.0538146842283015,0.308559722702684
ENSG00000137699,Breast,1.21148655599233,6.78916762236636e-28,0.0194110598514052,0.678973991756396,0.00948391163984525,0.839766490980863
ENSG00000137747,Breast,0.856533299056133,4.92371173435583e-16,-0.00293171116639519,0.950163610770257,-0.00248322902022906,0.957779657066283
ENSG00000138771,Breast,0.729878627836427,2.80837863440325e-10,-0.0265990406380434,0.570601659658497,-0.0197466018456915,0.673741137076744
ENSG00000140511,Salivary,-0.00683547380008908,0.983684355187177,0.119378263555962,0.131468320979342,-0.0525030820346712,0.508320563010054
ENSG00000140832,Breast,0.45860140754582,3.33562225451761e-06,-0.0255909395258094,0.585297664998073,0.00161500919482123,0.972533923842478
ENSG00000141527,Breast,0.495391166971449,4.30868121042737e-07,-0.0199645861130049,0.670350015313136,-0.00733806674774248,0.875684286790794
ENSG00000141646,Kidney,0.0810684224044097,0.787938962948871,0.00794186035277474,0.94249261861425,0.00755842699777818,0.945264688613585
ENSG00000141738,Breast,0.871508156555232,1.43663906906174e-15,-0.0148220317891332,0.751996105852085,-0.0178346692212134,0.703761499729662
ENSG00000141750,Breast,1.20822395902626,5.19020676991878e-28,0.0276597435862341,0.555330603283636,-0.0369073623022869,0.431225264431755
ENSG00000142235,Breast,0.912804950342306,1.70173897630979e-17,-0.0241235712263524,0.606996429363742,-0.00430230247086208,0.926919503362127
ENSG00000142273,Breast,0.699248138699793,2.39074417729108e-09,-0.0180605281083639,0.70018998028147,-0.021383792388318,0.648437824033317
ENSG00000142675,Breast,0.815865803468993,2.11150311528461e-13,-0.00889724236533423,0.84955662460985,-0.0183886468243185,0.695013190272753
ENSG00000142765,Breast,0.941105359876797,3.91663727834903e-18,-0.00363877344762078,0.938165881488974,0.0201860915439996,0.666910960317135
ENSG00000142789,Ovary,NA,NA,-0.0661912515905416,0.380028955087781,0.0174680268504953,0.816982091334622
ENSG00000143061,Breast,0.653355045403182,3.20220120701744e-09,-0.0607642274572254,0.19475794180178,-0.00785473604457485,0.867009852597177
ENSG00000143217,Breast,0.835434403554236,1.76030291187473e-13,-0.00357627195000173,0.939225909499483,-0.0299882042115178,0.522521960162724
ENSG00000143258,Uterus,NA,NA,0.0549104521023899,0.517819919185424,-0.112092859305351,0.185717231990961
ENSG00000143297,Colon,-0.111260313658133,0.275906082079822,-0.116884641806341,0.0187666736861025,-0.11143483935421,0.0251004795726499
ENSG00000143314,Vagina,NA,NA,0.0748848866077199,0.355995475089041,0.0122918973827328,0.879737994395402
ENSG00000143375,Breast,0.852731390533581,8.55203611902878e-15,-0.0303587766826032,0.517393570796635,-0.0190099963868499,0.685248943498788
ENSG00000143452,Esophagus,-0.180812809022354,0.0289005886277876,0.0371935140483766,0.385725106288235,0.0519078787535391,0.2259147243623
ENSG00000143452,Nerve,-0.0833330984298526,0.418391909881178,-0.0211185586143785,0.602959377215687,-0.000474400274807989,0.990678396749129
ENSG00000143452,Skin,-0.139637121486133,0.126501741915762,0.043944535231705,0.249685131550481,0.00966560336699736,0.80021311371436
ENSG00000143776,Vagina,NA,NA,-0.000597000627149728,0.994137019116178,0.067631008043003,0.404621666321244
ENSG00000143811,Kidney,0.046251950607712,0.723806340658361,0.0108018130070802,0.921840099446135,0.00782631872405835,0.943327867966318
ENSG00000144452,Vagina,NA,NA,-0.142484910156778,0.0779358110167503,-0.0431303150663975,0.595335868719407
ENSG00000145879,Vagina,NA,NA,-0.159674016974177,0.0479209791618463,0.110895617924214,0.170938887980607
ENSG00000146278,Kidney,0.158375675045843,0.845276997357505,0.0142988148664107,0.896658777482667,0.0243494644427143,0.824936825589045
ENSG00000146904,Breast,0.974322526751842,1.78296614619016e-19,-0.0123323870938565,0.792608919971136,0.0217722420984192,0.642491764838175
ENSG00000147459,Kidney,-0.101780686647572,0.631256636567167,0.109756502157681,0.317336033715685,-0.0265221642629453,0.809598399274951
ENSG00000148513,Breast,0.402108126969159,1.18182055784923e-05,-0.000979638067566219,0.98333745547267,0.00405951305576672,0.931033054727917
ENSG00000148735,Breast,1.31423667286307,1.11632806432744e-30,0.0076174519241997,0.87099173252622,-0.0143316378043591,0.75994573179171
ENSG00000149527,Breast,1.03652145622666,1.37962678001094e-21,0.0416294120292666,0.374603755121157,0.0144093471500199,0.758684298674645
ENSG00000149923,Kidney,-0.021419495224676,1,-0.0114846863715025,0.916916005481445,0.0360922853116979,0.742961251154021
ENSG00000151882,Breast,1.32280439049014,2.52868605176075e-30,-0.00698570636193996,0.881608730165081,-0.00608314165231642,0.89681345880134
ENSG00000154165,Colon,-0.128043875072084,0.175781164413809,-0.0775008625747539,0.119883831067047,-0.0588165042323528,0.238177061448661
ENSG00000154639,Breast,1.1436342295497,4.69466495781901e-25,-0.0259156683889175,0.580544694634715,-0.0345720567267691,0.460962725817675
ENSG00000154914,Breast,0.641517327484956,4.06376864030828e-10,-0.050344570106165,0.282832701018083,0.0137250847148285,0.76981336592297
ENSG00000155066,Breast,0.772793211037703,1.09366894013406e-11,-0.0161146439851732,0.73116923803671,0.0021378219186321,0.963647956736062
ENSG00000156284,Breast,1.18020278238857,2.55348888374325e-26,0.0130449884490075,0.780921701304965,-0.0392627089428318,0.402387386932248
ENSG00000157911,Uterus,NA,NA,-0.0263999070974606,0.755994327177236,-0.119714947098004,0.157369906900667
ENSG00000157992,Breast,0.969383062979195,5.44236337493646e-19,-0.0320556579111592,0.494246326044639,-0.0063684331308149,0.892003045045933
ENSG00000159337,Vagina,NA,NA,-0.11611830498,0.151542030568897,0.092670258323963,0.252997158827415
ENSG00000159596,Kidney,0.0877788144723275,0.708052137734627,-0.0129665365481557,0.906241617031424,0.0358259229119063,0.744793083166867
ENSG00000159753,Intestine,0.165597508951614,0.30442373263451,-0.187725803061872,0.0102928658420783,-0.128482489153401,0.080514960964041
ENSG00000160339,Kidney,0.0579239657547304,0.796067817154648,-0.10162147082607,0.354742181510574,0.0548046267792749,0.618366278476422
ENSG00000162004,Intestine,0.241092789639774,0.168839052327988,-0.188430903518746,0.0100053201144812,-0.12911161353076,0.0790310713963403
ENSG00000162069,Breast,0.748631443360317,8.04535011426567e-11,-0.0183579010549562,0.69549767511779,-0.014083900876439,0.763971408073921
ENSG00000162496,Uterus,NA,NA,-0.134173660295254,0.112688782184656,0.0987758632667355,0.243893585165856
ENSG00000162522,Breast,0.765161166013349,2.20012149318691e-12,-0.0491424609329507,0.294499402277135,0.0297273563154869,0.5261474066487
ENSG00000162892,Intestine,0.19585623115054,0.199729424418262,-0.197867832964866,0.00678565199709735,-0.113005895879272,0.124604905216615
ENSG00000162894,Intestine,0.194135210907462,0.172380141555307,-0.185911913846444,0.011066364528056,-0.111276711452324,0.130513184393452
ENSG00000163141,Breast,0.535304384040042,8.33402323757244e-07,-0.00964265642365116,0.837121588676274,-0.020770181444684,0.657876025624536
ENSG00000163209,Salivary,0.290926060583418,0.0676259551312051,-0.0099587838914808,0.900221685422193,-0.109132920664329,0.168181214655769
ENSG00000163216,Vagina,NA,NA,-0.236046905993954,0.00320704599570163,0.0564137098972076,0.487101893517122
ENSG00000163382,Kidney,-0.0566325057798318,0.804218861945712,-0.0758333690287993,0.490325332573356,-0.00253462880325614,0.9816325982798
ENSG00000163435,Breast,0.860490106316521,9.40040477717792e-14,0.00178973780605771,0.969563722880643,-0.0265315934626873,0.571579407135734
ENSG00000163568,Intestine,0.245806177758087,0.108330932533918,-0.159228711388782,0.029944798325408,-0.132660680987304,0.0710683965604495
ENSG00000163898,Breast,0.626163964968886,6.05631365728434e-10,-0.0246319560427358,0.599438144093683,-0.00507798666396389,0.913790754772992
ENSG00000164855,Breast,0.600176975936814,6.34259036536059e-09,-0.0325236907649004,0.487960409825047,-0.00244832886958262,0.958372495490713
ENSG00000165105,Breast,0.429951794877925,9.50299709373324e-05,-0.028728716278876,0.540144626892199,-0.012073938367567,0.796859334531171
ENSG00000165215,Breast,0.908140489551685,5.10609000314768e-16,-0.0270041727139382,0.564745439745176,-0.0203832701791475,0.66385545379142
ENSG00000165591,Breast,0.76706811295936,4.3224225299875e-13,-0.00715115594766957,0.878826085442336,-0.0268496516117907,0.566975653994481
ENSG00000165905,Breast,1.19733504130532,9.33952689613277e-27,-0.0256573634465061,0.584323971088167,-0.00944476767307606,0.84041896076257
ENSG00000166145,Breast,0.894962659196314,3.23797493816746e-15,-0.0197425740005688,0.67380385965431,-0.015596229611271,0.739499333391879
ENSG00000166446,Uterus,NA,NA,-0.522956611728978,2.88342211389762e-11,0.195881067399157,0.0199199538865987
ENSG00000166685,Kidney,0.118504894559693,0.623774880040661,0.0718894936218525,0.513226727473554,0.0363229642444512,0.741375975408538
ENSG00000167183,Breast,0.732193285137547,9.68652217512290e-11,-0.0179573660988344,0.701820472965329,-0.0175258133570635,0.708656003398186
ENSG00000167208,Intestine,0.104843571606763,0.379146929232321,-0.213129688550522,0.00349200867520073,-0.133699564113204,0.0688651433558011
ENSG00000167281,Colon,0.0303836568737766,0.737771111825525,0.0568960000656999,0.253879706030775,0.0442238760907424,0.375311246796773
ENSG00000167483,Intestine,0.217772390749011,0.172380141555307,-0.193927722188052,0.00799647377452141,-0.108587302742262,0.140127637417947
