GeneID,SMTSISCH_Correlation,SMTSISCH_Pvalue,SMTSPAX_Correlation,SMTSPAX_Pvalue
ENSG00000134709,-0.394084807595773,1.55190203560955e-16,0.0311165763424362,0.532348677180748
ENSG00000134716,-0.393368447372663,1.77908599576093e-16,0.0396188605818317,0.426519226590497
ENSG00000134755,-0.479963296426068,8.77662097097463e-25,0.00781565852152292,0.875399837474585
ENSG00000135052,-0.395263839211247,1.2385003591322e-16,0.0390795251000033,0.432847014255865
ENSG00000135220,-0.421212478110312,6.84138558819475e-19,0.0361550378968613,0.468087412618858
ENSG00000135333,0.213682763794965,1.40824686118764e-05,0.0241719421442226,0.627663366656527
ENSG00000135362,-0.386541688167213,6.43320039839282e-16,0.0619437433554212,0.213523251272788
ENSG00000135373,-0.345107109789687,8.47671977891424e-13,0.0277437988131635,0.577722404450794
ENSG00000135549,-0.392316936354609,2.17283816091455e-16,0.0404776872997908,0.416554703354179
ENSG00000135702,-0.410318278636282,6.4129323015558e-18,0.0350595720604034,0.481684493176291
ENSG00000135773,-0.435748174229018,3.03491311816687e-20,0.0396858812661008,0.425736673715188
ENSG00000135916,-0.431711141131211,7.31972344610035e-20,0.0141777274673055,0.776062722636558
ENSG00000136542,-0.422367645053537,5.37028344314816e-19,0.0217685131015264,0.662270465753408
ENSG00000136883,-0.26052301568467,1.00705165253744e-07,0.0476936061839476,0.338368619685365
ENSG00000137251,-0.464024206863805,4.53104762814022e-23,0.019350556337983,0.697827217460742
ENSG00000137440,-0.401227053182875,3.90266371545205e-17,-0.0310207812513274,0.533612175089546
ENSG00000137648,-0.386033246618449,7.07107013245525e-16,0.0272329215434855,0.584750182434389
ENSG00000137825,-0.420544745827848,7.8657221454421e-19,0.0401630236381168,0.420189600164772
ENSG00000139044,-0.391537122633171,2.51896288391494e-16,0.0241430853604765,0.628074270254516
ENSG00000139540,-0.361053270686477,6.0350138938527e-14,0.0561251454771464,0.25978724111809
ENSG00000140284,-0.442573077253873,6.66827613820521e-21,0.0343292051793355,0.490867514912365
ENSG00000140297,-0.468693441978025,1.45777463464362e-23,0.00379138643499582,0.939367684528225
ENSG00000140832,-0.460498596104976,1.05462085423471e-22,0.0367117764116632,0.461259114796675
ENSG00000142484,-0.402837573522524,2.84554603191176e-17,0.0245950804914365,0.621651385409647
ENSG00000142677,-0.432653878651674,5.96575547684707e-20,-0.00127005366382374,0.979671823346614
ENSG00000142959,-0.508469319357866,4.43401321833646e-28,0.0550427193243642,0.26910430721395
ENSG00000143167,-0.440671080578497,1.02075530973463e-20,0.0295082450115378,0.553759870511008
ENSG00000143375,-0.432662488199665,5.9546046841907e-20,0.0277158075643162,0.578106432778249
ENSG00000143416,-0.510181412997811,2.74645387363212e-28,0.0678035516156778,0.173238806259348
ENSG00000144045,-0.393511640826138,1.73120486181998e-16,0.0612883391972854,0.218416727407333
ENSG00000144852,-0.427053877004692,1.99189573747856e-19,0.0367120677220904,0.46125555650142
ENSG00000145113,-0.367310925592131,2.05341866798465e-14,0.0329922146457349,0.507917638198146
ENSG00000145384,-0.354449305476691,1.83562095881389e-13,0.065547247282385,0.188022426462025
ENSG00000145687,0.403527640984996,2.4840038413194e-17,0.0159013567617161,0.749696394466847
ENSG00000146039,-0.47894165932491,1.13717996049808e-24,0.0522715397844024,0.293989166417589
ENSG00000146205,-0.367027239638142,2.15737111587339e-14,0.0551001144696809,0.268604609321031
ENSG00000148483,-0.507916810275501,5.17223098929929e-28,0.0346007225475684,0.487442778393962
ENSG00000148584,-0.445285444059721,3.61662678150272e-21,0.054051553184739,0.277834012661955
ENSG00000150625,0.273944639103839,2.01746001129102e-08,0.0280623258299249,0.573360794865591
ENSG00000151067,0.324992226797003,1.92948942235593e-11,0.00114329111058716,0.981700380485426
ENSG00000151715,-0.458076868932964,1.87353179698142e-22,0.0188913036460249,0.704658966180978
ENSG00000151882,-0.429733832283864,1.12177437567723e-19,0.0371612348734281,0.455787284350396
ENSG00000152766,-0.307561096665924,2.41672962818635e-10,-0.00900746791424234,0.85659113971393
ENSG00000152939,-0.440799923193173,9.91819262410714e-21,0.0396024261520975,0.426711247241215
ENSG00000153303,-0.401158519943759,3.9553302210009e-17,0.0499737231387032,0.315754588909471
ENSG00000154165,0.121243681306008,0.0145059329303023,0.0123096344836032,0.804931211885119
ENSG00000154274,-0.377946290360451,3.11176815800553e-15,0.0236248361876371,0.635473289208929
ENSG00000154639,-0.406983098320292,1.2519154554904e-17,0.0121425681650207,0.807526556286694
ENSG00000154914,-0.397247453703319,8.4564301863361e-17,0.0304517921553923,0.541147888059665
ENSG00000155850,-0.486436070471507,1.66609874082479e-25,0.0627340390031954,0.207728075594929
ENSG00000156006,-0.461536182777286,8.23303916037575e-23,0.0460594983712101,0.355197263381984
ENSG00000156218,0.41175208448806,4.79908330363884e-18,0.0164454509751438,0.741431922502065
ENSG00000156284,-0.485070901766987,2.37235306902112e-25,0.0357346135750988,0.473280584965058
ENSG00000156413,-0.424226478779882,3.63034728406355e-19,0.0432851018806176,0.384950660220014
ENSG00000156966,-0.402297753942479,3.16398469407431e-17,-0.0149912145931143,0.76358469842301
ENSG00000157111,-0.440282350884537,1.11319222276121e-20,0.032307095531399,0.516773171636658
ENSG00000157600,-0.54395611230865,1.21341290006423e-32,0.00711656256543188,0.886466138896378
ENSG00000158125,-0.454777450338219,4.06898667389482e-22,0.00962686022119614,0.846847371805396
ENSG00000158158,-0.425506936694823,2.76819003447723e-19,0.0277709287800805,0.577350306750831
ENSG00000158315,-0.388729538842181,4.27500425344326e-16,0.0534086074856313,0.283598393541935
ENSG00000160190,-0.4233757200414,4.34417837723853e-19,0.0118617588274967,0.81189362274792
ENSG00000160471,-0.3852837043284,8.1261117792382e-16,0.0895273914114445,0.0718999954120237
ENSG00000161013,-0.413038961518556,3.6952570125301e-18,0.0484649438051623,0.330605292037124
ENSG00000162069,-0.398810920012212,6.2487026293334e-17,0.0454957453855411,0.361123028631024
ENSG00000162366,-0.397642831743202,7.8347343995067e-17,0.00458055964435611,0.926779438416379
ENSG00000162460,-0.495299818002211,1.61530088864172e-26,0.0292101820394553,0.55777354404836
ENSG00000162522,-0.451682136852221,8.35916473561583e-22,0.0315354913179229,0.526841147699914
ENSG00000162949,-0.437548766362476,2.04152494954687e-20,0.0336167231385646,0.499915193789242
ENSG00000163082,-0.486195053092291,1.77356512456814e-25,0.00390432423517437,0.937565193353763
ENSG00000163235,-0.440169015499959,1.14166212974981e-20,0.0150938094873407,0.762015263545081
ENSG00000163293,-0.417554227716987,1.46375170283353e-18,0.0517254356685106,0.299068889061893
ENSG00000163362,-0.428384705574257,1.49870107224609e-19,0.018931090178688,0.704066160461009
ENSG00000163501,-0.400077312154827,4.88482239117238e-17,0.0456389608802217,0.359611828753897
ENSG00000163515,-0.260115705056435,1.05595299912413e-07,0.0439651416553964,0.377520812607144
ENSG00000163624,-0.428314844415684,1.52129836913708e-19,0.027761377715084,0.577481290373399
ENSG00000163701,-0.448022633533812,1.93971393777283e-21,0.0465966055667793,0.349608796332773
ENSG00000163898,-0.446541153298819,2.71946064504163e-21,0.014734651136541,0.7675136775445
ENSG00000164251,-0.445580307194862,3.3827852863463e-21,0.0121571544787045,0.807299876038099
ENSG00000164749,-0.412476144319809,4.14333673192397e-18,0.0268924952684417,0.589455063440191
ENSG00000164855,-0.442376119145707,6.96972190548252e-21,0.0464998391236795,0.350611499434446
ENSG00000165105,-0.398316151588415,6.87775229249126e-17,0.0306778816867346,0.538147218829131
ENSG00000165474,-0.392713706625003,2.01511482487116e-16,0.0190591241520018,0.702159715115204
ENSG00000165828,-0.461317078368135,8.67558779953987e-23,0.0445559979395341,0.371137363827347
ENSG00000166391,-0.430459566617839,9.59390261308462e-20,0.0573881411702313,0.249200162474764
ENSG00000166959,-0.395442548242701,1.19677526276087e-16,0.0351223516325885,0.480899524869126
ENSG00000167080,-0.434394061335101,4.08287039753575e-20,0.0471428280711578,0.343982844475049
ENSG00000167117,-0.416931857619186,1.66442374932752e-18,0.0458863930421078,0.35701028331768
ENSG00000167281,0.253387924357504,2.28434974225612e-07,0.0256838131627802,0.606298526787562
ENSG00000167306,-0.39031902722501,3.17070174435293e-16,0.0190038522526622,0.702982493926751
ENSG00000167642,-0.447449510453012,2.21101860403289e-21,0.000949487463881714,0.984802007005338
ENSG00000167701,-0.43452135232252,3.97082521356126e-20,0.0570990248924238,0.251596754926354
ENSG00000167741,-0.437264444755839,2.17376628199567e-20,0.0386949471056886,0.437391969678718
ENSG00000168143,-0.350411462867253,3.57825703281163e-13,0.0526417545900105,0.290578496812962
ENSG00000168350,-0.395756432089342,1.12680659248076e-16,0.0521747712551233,0.294885055122035
ENSG00000168748,-0.430500721077635,9.50909950213124e-20,0.04185924949536,0.400815464450888
ENSG00000168903,-0.490980581133524,5.07915460508054e-26,0.0516959411983625,0.299344890265169
ENSG00000168907,-0.480628189869424,7.41150745925805e-25,0.0227251886242393,0.648403675332924
ENSG00000169435,-0.396776666307994,9.26012879956923e-17,0.00617110989118919,0.901466887179603
ENSG00000169562,-0.408710871192798,8.86094278456109e-18,0.0422603248273374,0.396313805278525
ENSG00000170298,-0.38553001778453,7.76340207010206e-16,0.0655068605966583,0.188295242394929
ENSG00000170439,-0.481975710282999,5.25549399787898e-25,0.0344765347503175,0.48900760257736
ENSG00000170476,0.00349290754984523,0.944063640302601,0.0480748184629209,0.334517347171123
ENSG00000171124,-0.377754619630946,3.2213931279591e-15,0.0329851546373544,0.508008486328787
ENSG00000171219,-0.413854820669692,3.12913904971538e-18,0.0375505830962241,0.451076811112578
ENSG00000171246,0.207926974701669,2.41139125632512e-05,0.0186464781765197,0.708310704100621
ENSG00000171302,-0.45684421618953,2.50568529680479e-22,0.0288312094784381,0.562897009767807
ENSG00000171916,-0.39654919197202,9.67489394061176e-17,0.0560596361096486,0.26034471228945
ENSG00000172238,-0.374854395494274,5.42446898364557e-15,0.0577587011420463,0.246151764098227
ENSG00000172367,-0.424195781636616,3.65396982049199e-19,0.0504210249082882,0.311437065081694
ENSG00000172818,-0.375199323758889,5.09987895573501e-15,0.0373533161251151,0.45345997879567
ENSG00000172828,-0.404320100766374,2.12428566004109e-17,0.0503898622543088,0.311736595697937
ENSG00000172831,-0.505248617730499,1.08380187311003e-27,0.0275380443015943,0.580548058641542
ENSG00000173702,-0.45150686152907,8.70508945896087e-22,0.0125685485151678,0.800913267727296
ENSG00000174607,-0.385898153934306,7.25073885722955e-16,0.0327824329496798,0.510620726602601
ENSG00000175311,-0.409157800945212,8.10050621475752e-18,0.0434288073996026,0.383373213252198
ENSG00000175329,-0.393475858024649,1.74304995939507e-16,0.0543988249096492,0.274753807060225
ENSG00000175707,-0.390706665512239,2.94712217401695e-16,0.0331642029466871,0.505707120567323
ENSG00000176058,-0.474514389592268,3.45949774722365e-24,0.0349784824641605,0.482699429025407
ENSG00000176920,-0.417915086581316,1.35850934263067e-18,0.00739966762493424,0.881981960049516
ENSG00000177202,-0.414267896217832,2.87596845250535e-18,0.0664340743546666,0.182104869921662
ENSG00000178401,-0.416274236275188,1.90587628164024e-18,0.0561131668818987,0.259889114926319
ENSG00000178462,-0.502777651980056,2.13777685282301e-27,0.0229235530235319,0.645543369801611
ENSG00000178531,0.391884368115488,2.35861735876727e-16,0.0138719097285682,0.780768767519197
ENSG00000178826,-0.422190975595767,5.57319776363357e-19,0.0245495847358186,0.622296596299754
ENSG00000178828,-0.378704014199844,2.71310666777909e-15,0.0630361184250522,0.205543249169943
ENSG00000179178,-0.373592278251019,6.7942109580994e-15,0.0304577585137511,0.541068595474179
ENSG00000179913,-0.444157187428174,4.66788081004356e-21,0.0108573635598925,0.827560552620923
ENSG00000180745,-0.422584920117446,5.13067930799339e-19,0.0377205293853204,0.449029377778226
ENSG00000180921,-0.413463607189204,3.38906331314411e-18,0.0241257818103203,0.62832071771579
ENSG00000181072,0.261913004364174,8.56078724758698e-08,0.00369592086842249,0.940891560024389
ENSG00000182107,-0.392804958005352,1.98046278713436e-16,0.00627013154503729,0.899894050218015
ENSG00000182271,-0.504663499563933,1.27357784321369e-27,0.0248411464456695,0.618166761276099
ENSG00000182600,-0.335411579603154,3.93327881879574e-12,0.0689757363469475,0.165908781377972
ENSG00000182795,-0.44241937328731,6.90239138056646e-21,-0.002637790130429,0.957795234559605
ENSG00000183034,-0.513654888321508,1.03062663971019e-28,0.0588683651839768,0.237179252479512
ENSG00000183036,0.379279215969074,2.44435885230567e-15,0.027274540890994,0.584176175307021
ENSG00000183048,-0.422120960725974,5.65568484176089e-19,0.0626877449638617,0.208064380354237
ENSG00000183317,-0.400743697945075,4.28934938946348e-17,0.0570100453073248,0.252337552474377
ENSG00000183463,-0.339622797784297,2.03283825543142e-12,0.0696274008569553,0.161935568157242
ENSG00000183723,-0.422539023520218,5.18039986461949e-19,0.0493468822713334,0.321870666678282
ENSG00000183778,-0.474882453314053,3.15580954743929e-24,0.0194972328750345,0.695650386182599
ENSG00000184012,-0.41187553754013,4.68047458549401e-18,0.0067894841950822,0.891651326603512
ENSG00000184307,-0.380885788710537,1.82456182854602e-15,0.0332913944126223,0.504075615327906
ENSG00000184434,-0.459744221599662,1.26197263661327e-22,0.0349778417077782,0.482707453485134
ENSG00000184709,-0.403391353790349,2.55163287407431e-17,0.0481149791908797,0.334113260840561
ENSG00000184731,-0.3824194148602,1.37804576970322e-15,0.0225401846413047,0.651075998163343
ENSG00000184992,-0.412710937987175,3.95025987231278e-18,0.0395696352460765,0.427094527729658
ENSG00000185681,0.408093635650751,1.00276814486844e-17,0.0199043195430161,0.689621924993243
ENSG00000186188,-0.483266434707539,3.77564736884163e-25,0.0134661342108048,0.78702534618921
ENSG00000186198,-0.448123714580391,1.8953923562969e-21,0.0305641456161804,0.539655688161102
ENSG00000186564,-0.365399479601888,2.86140163492116e-14,0.0630052176278019,0.205765976067539
ENSG00000186854,-0.309900143777315,1.73795832218728e-10,0.0604520827412916,0.224776378536135
ENSG00000187097,-0.44141377024679,8.64683795717328e-21,0.0540297872054707,0.278027848009571
ENSG00000187783,-0.450148355953269,1.19102542531094e-21,0.0717573840779877,0.149447750891384
ENSG00000188175,-0.407599322182659,1.10698670843709e-17,0.0471105551811857,0.344313637687753
ENSG00000188761,-0.348454639993269,4.92801691304572e-13,0.0371600622573136,0.455801512598151
ENSG00000188833,-0.459608235654029,1.30341139637358e-22,0.0272521152819392,0.584485433119379
ENSG00000188933,0.248162876996074,4.09767219911291e-07,-0.0477041085298731,0.338262139201471
ENSG00000196436,-0.0832389740635448,0.0939429664101679,0.0958641363693069,0.053891534936158
ENSG00000196620,-0.395818368178387,1.11348281166632e-16,0.026432393284385,0.595841418043106
ENSG00000196684,-0.0912115738837229,0.0663540133553619,0.0500625804533267,0.314893802907634
ENSG00000196878,-0.42614535098208,2.41712362897721e-19,0.00941845626347575,0.850123284562984
ENSG00000197582,0.0394772975205318,0.427601727964866,-0.0139298485215515,0.779876562060734
ENSG00000197888,-0.351461407684099,3.0108636543407e-13,0.0785599442847981,0.114441077335361
ENSG00000198488,-0.458894771915488,1.54382013351995e-22,0.0138896768390265,0.780495139318557
ENSG00000198692,0.141801457472545,0.00419795399569599,-0.0196056210466585,0.694043396509425
ENSG00000198944,-0.415567443024252,2.20384128113046e-18,0.0296779951919991,0.551480353780979
ENSG00000203697,-0.425572707409046,2.72981987331145e-19,0.0221360362921995,0.656929314677837
