SAMPID,PC1,PC2,PC3,PC4,PC5,PC6
GTEX-13SLX,3.44753455255076,-1.24300702919358,0.00528354736826804,-0.861420066475499,0.893249730085331,-0.183325714253386
GTEX-13U4I,0.696277557062898,-0.194448456950271,-1.32745672884519,0.777183004302522,0.208301701373542,1.6432148956171
GTEX-13VXT,-0.228442012897703,-0.811765208578349,0.231957648706583,0.356865924262847,0.577904105819629,-0.263256567744676
GTEX-13W3W,-0.420148478185459,0.643033038658356,0.682695491726437,1.50488825056551,-0.321668438230221,0.119366141030955
GTEX-13X6H,-1.1134166295129,-0.883632262665069,-0.510380124450636,0.358179236246688,-0.236037790710686,0.0796047308179097
GTEX-13YAN,1.81143871154089,0.362168149714989,0.473943878624477,0.699888225070409,0.723869552458666,1.41069332840236
GTEX-144FL,3.33972468414339,-1.33006581941669,0.0203039670318925,-1.01261892342984,0.774940604421023,-0.137077735955829
GTEX-144GM,-0.691853265033867,-0.860733198026416,0.593991650004241,-0.145209403510338,-0.158391460158865,0.0283053721441666
GTEX-144GN,-1.37464581547763,-1.46708032493263,-1.04153191448272,-0.0291849422137304,-0.167075842752819,0.0510654405209114
GTEX-145ME,-0.322529207260738,0.117957752006661,1.14042859601644,0.698034984990872,-0.219372692379795,0.0602550219854971
GTEX-145MN,-1.20035743114823,-0.994569891519253,-0.634991211257296,0.28276721900107,-0.261361620179588,0.0902196375437856
GTEX-145MO,3.05448468752084,-1.2153262967082,-0.545681894444798,-1.12007485478471,-0.723519605867048,-0.268981048829581
GTEX-146FQ,-0.614817673582375,-1.01403637980114,-0.897791578303623,0.704294747375405,0.6135256313371,-0.26064058382279
GTEX-146FR,1.5526748489839,-1.18304172255107,-0.459925863974165,1.24034870220881,3.29351641168155,-1.36002379496904
GTEX-148VI,-0.293473125775648,0.396532143227189,0.89609785524422,1.16438212998798,-0.168242623661015,0.0488360586306524
GTEX-1497J,-0.648374546197373,-0.266806420119968,0.377578177695367,0.641449042139367,-0.200549078841824,0.0597933116132387
GTEX-14AS3,-0.511831722853619,-0.793497112308669,1.75560464361953,-0.750817816361565,-0.431816574692281,0.119318779214207
GTEX-14BMU,1.43412804704877,-1.54692626704022,-0.469833143357346,0.809134005733482,3.25976714816671,-1.35251710715539
GTEX-14C39,2.85370929231034,-0.0861762246051882,-0.016159557247454,0.0961372577784921,-0.235413842368582,0.295735020372868
GTEX-14DAR,-1.00188127402943,-0.646253710810681,0.152148170649383,0.226336673042078,-0.44381649775187,0.156054219412267
GTEX-14E6E,-1.36644843921602,-1.13719015566517,-0.878109049358811,0.214963006951779,-0.329674335294127,0.119902043244117
GTEX-14ICL,0.449079157572999,-0.823203475694859,1.01149719303561,0.147821300752592,1.13393170207118,-0.503511297783518
GTEX-14JG6,-1.0706594997922,-0.815823024728181,0.150494301777102,0.0172084393232749,-0.478324520878584,0.167125715535471
GTEX-14PHX,0.599864036333661,-0.583788140094192,0.115097084762669,-0.620208324731633,-0.395542694184503,1.85528510845904
GTEX-14PHY,-0.121037262607286,-0.977386965608181,0.457547951787146,0.0846241112927024,0.675533615043013,-0.309930433043286
GTEX-14PJ2,1.83992031526666,1.0067072252742,1.19477317100056,0.920139347111491,0.254568852558418,1.59942973235009
GTEX-14PJ3,-1.19663693384318,-0.994881107021034,-0.503125888564337,0.197944813293026,-0.311537646071465,0.108184226739511
GTEX-14PJ4,-1.26621170651637,-1.3329311355707,-0.255786437806189,-0.351664972495748,-0.397519569549945,0.132659704865065
GTEX-14PJ6,-1.34784058091329,-1.26194027089127,-0.496343728538851,-0.157342363260407,-0.425385923004574,0.149614606032924
GTEX-14PJM,2.58662849577497,-0.367658852212472,0.0145662780729987,-0.343456821806712,-0.504860988080746,0.399668587067644
GTEX-14PJN,0.0689744327675672,0.238317610328419,1.06659043357539,1.05364953630754,0.280600523339422,-0.139340114440827
GTEX-14PJO,3.75690414518274,0.193820113849877,-0.802181648539472,0.388253700980208,-1.48299323135632,-0.683962441848533
GTEX-14PK6,-0.645121720198446,-0.724128988073366,1.26077504128932,-0.415802799838584,-0.419880182554847,0.124723293104765
GTEX-14PKU,-1.02070659277297,-0.474725910795257,-0.224960151900444,0.644730442062328,-0.365212845547446,0.134024917180907
GTEX-14PKV,-0.3969374923112,-0.191397493059389,0.197260124509921,0.954733325647115,0.176680069446468,-0.0887956530063733
GTEX-14PN3,-1.41500332587065,-0.884952556483782,-0.70991515046219,0.348073866865921,-0.543118376759738,0.20793975791321
GTEX-14PN4,3.78393339782554,0.601241130874724,-0.0193336742790127,1.25097536291494,0.752858827538677,-0.0935199251101637
GTEX-15CHR,-0.461667106340506,0.368142644732985,0.531986074037645,1.29493930191802,-0.225063799357958,0.0780638862044355
GTEX-15DYW,2.49316963375364,0.370947918268721,-0.423036472991819,0.67689684114471,-0.678101344021737,0.490969159165594
GTEX-15ER7,3.1322252747283,-0.255398860100725,-1.31201595148131,1.36039331520055,2.04959233496147,0.141241463749012
GTEX-15EU6,-0.296886373285125,-1.11923418318225,1.27832539317555,-0.682429208106801,0.149803098409917,-0.11389078363183
GTEX-15FZZ,-0.432197349667422,-1.26174443612089,0.763060021359736,-0.55798776782866,0.235058659378091,-0.141605537062459
GTEX-15RIF,-1.23586531288579,-0.653951927928729,-0.593654767904791,0.597856491771665,-0.433005862641565,0.165147465759518
GTEX-15RJ7,-1.02340196000236,-1.34322603106588,-0.0445299675045941,-0.388570854988288,-0.167819606546008,0.0353335363333276
GTEX-15SB6,-0.0242310330949124,-0.557234563559603,0.875889843363044,0.297999491340622,0.492551541540965,-0.235887637804515
GTEX-15SDE,-1.00733698484937,-1.41082098819468,-0.320127985320109,-0.272119029154102,-0.0103437190372891,-0.0247748355857129
GTEX-15SHV,-0.176882326516836,-0.423894652614853,1.71870588990298,-0.183123641686591,-0.0998604920271479,-0.00834360320136304
GTEX-15UF6,3.86287327550305,0.767523183056696,-0.370714837158694,0.758888262516204,-1.70842909343236,-0.590225019306521
GTEX-15UF7,-0.788406718027538,0.393531090878047,-0.721094370051652,1.99013108016742,-0.133039640666266,0.0640172429880844
GTEX-15UKP,-0.127760376937294,-0.329498328465804,-0.00798004713425856,1.06777896375295,0.655233183757271,-0.281824150019832
GTEX-16MT8,3.49408609399238,0.441992904482151,-0.587487132803542,0.387811903826637,-1.99226953323206,-0.476698846846215
GTEX-16Z82,2.89056965643044,0.294999356497778,0.809594641630559,-0.0255332173071722,-0.653918200502217,0.457307390720119
GTEX-178AV,-1.01323950234258,-0.386901408907417,-0.350650965305853,0.822786191880387,-0.330955534108746,0.123947208670746
GTEX-17F98,-0.596730439402232,-0.75474040823056,0.716324475436468,-0.0697366816772892,-0.119938402955854,0.0123131886634685
GTEX-17F9E,-1.03088107492311,-1.45644210082164,-0.584890505881323,-0.157901705482552,0.0842793998854747,-0.0591693731364536
GTEX-17HGU,1.12398751600141,0.29269831661349,-0.311394584955932,0.822986205006778,0.183132453643672,1.64342528046132
GTEX-17HHE,-0.922173466346021,0.40699765832505,-0.159644958833089,1.57550941571536,-0.545281111050464,0.221424546303127
GTEX-17KNJ,-0.304111049691047,0.28315397469022,0.887254343673311,1.04592464677183,-0.14226855357643,0.0364605891791801
GTEX-17MF6,4.31390720334589,0.276914142512339,0.363540553570788,0.903863549150569,1.3829270639934,-0.362088023561118
GTEX-18A66,3.18835215545824,-1.19601071695636,-0.0184177544119545,-1.84931620452531,-2.1052301877846,-0.469936466583371
GTEX-18A67,-0.816852768041721,-1.46456422941081,-0.367119818589612,-0.210061023762874,0.273264149307942,-0.140040734977826
GTEX-18A6Q,2.51480492207494,-0.898246512562621,-0.0219951418101764,-0.911139428909389,-0.413888413169828,0.354085563923088
GTEX-18A7A,2.72035802460304,0.364174921287495,-0.0753031343454196,0.547262522279906,-0.526791609773655,0.423049212470802
GTEX-18D9U,-0.804677268775363,-1.34379484607331,-0.225174168411296,-0.1701350876251,0.191317907490102,-0.107234209950446
GTEX-1A3MW,4.03593632593946,0.180730020445122,-0.333708749842074,0.196956442859362,-1.31293010655467,-0.761814238679184
GTEX-1A8FM,3.79089712264816,-0.588246713473684,-0.270778591850795,0.166646201757842,1.24532830852068,-0.30979287797677
GTEX-1AMFI,-0.591901916796016,-0.934066168847231,1.36114900563045,-0.677825793671399,-0.32606128144698,0.0811064640847034
GTEX-1AX8Z,-0.970046307612269,-1.54765676865366,-0.872615859768567,-0.0377216146260481,0.31235994921729,-0.148145124935552
GTEX-1AX9J,0.401128168490234,-1.16610855461037,1.91717683470154,-0.827333571848655,0.802446983630287,-0.391436604922402
GTEX-1AX9K,0.00811599469976352,-0.622144239533144,1.79138585917559,-0.353929543729871,0.172603551898992,-0.123802888589502
GTEX-1AYCT,-0.354064476469764,-1.34767408757612,0.339358585842571,-0.33536363988505,0.540691814776937,-0.259502040424266
GTEX-1AYD5,-0.241717602871351,-0.176387706136661,1.09373500752784,0.456055535931306,-0.00149370914756676,-0.0325408861927507
GTEX-1B8KE,-0.509830184086577,-0.0511787871103998,1.16476142132888,0.417679486452874,-0.418487911555942,0.137711456433177
GTEX-1B8KZ,-0.854474745000779,-0.019201134553331,-1.01272314333154,1.71590648900762,0.0344760690117893,-0.00592793579658399
GTEX-1B932,-0.914839416887837,-0.490971790848746,-0.780576352425476,1.03973879132241,0.00931618701207608,-0.00822149641814143
GTEX-1B933,2.70165562575386,-0.970389612192704,-0.202715097080692,-0.782694377333342,-0.0732613447303109,0.217781771112272
GTEX-1B97J,-0.620319685451604,-0.945727704128595,0.702668467171179,-0.272707750195063,-0.0840511699316775,-0.00536132752482607
GTEX-1B996,3.26335107816971,0.355360919544524,-1.12400288560107,1.47417833364248,0.61793481847352,-0.022862994454534
GTEX-1C2JI,-0.251057797915522,-0.288425482367566,0.288477181626484,0.860292159891524,0.358499836632604,-0.166005151997181
GTEX-1C4CL,-0.456696601793256,-0.946822015445902,0.268613180545215,0.0854245825493084,0.309721160871736,-0.157377097411395
GTEX-1C64O,0.0629416794805899,-1.17414554465212,1.06143953160515,-0.432381602340516,0.724247281362429,-0.344192092681809
GTEX-1C6VQ,3.27501246732762,-0.711561059696714,0.0954156106987311,-0.440612573002834,0.462936311098232,-0.000889454679428256
GTEX-1CAMQ,2.77722911846283,-0.355756977548809,0.372148691416695,-0.476758701106404,-0.411026687921653,0.355238743498087
GTEX-1CAMR,-0.999113513713136,-1.14925097781268,0.10197778601066,-0.268989133906304,-0.259260199959028,0.0731963729604117
GTEX-1CAMS,-0.598778795195356,-1.32684536159822,-0.135863772329622,-0.115672603176415,0.415464804020484,-0.199600576115689
GTEX-1CB4F,-0.67006216391231,-0.738061818255098,-0.991215132127424,1.03034357858628,0.49317165610842,-0.205216008185052
GTEX-1CB4G,2.67260914369579,-0.360342850743132,0.660018382552042,-0.718067993707485,-0.665440672433111,0.453226765296444
GTEX-1CB4I,0.0487908788032187,0.241838009994664,0.275093081157211,1.56551079168774,0.584031237430855,-0.248057463883872
GTEX-1F5PL,-0.623510860972965,-1.45674735623657,-0.143250376374166,-0.25897771372032,0.42781973868064,-0.206761262660677
GTEX-1GF9X,-0.0622768082111567,-0.00883046473872115,0.805546340150758,0.903626945706682,0.298182967484539,-0.14604786660044
GTEX-1GL5R,-1.0021364746658,-1.30067372518467,0.353139321209563,-0.593962147584986,-0.319951833253377,0.0906034734544332
GTEX-1GMR3,-0.0370418994222795,-0.361648347528152,1.95964993184795,-0.21060516214766,-0.0390941478430627,-0.036330885483426
GTEX-1GN1U,3.27916170988307,-1.3283113074002,-0.847594534450819,-1.40455358533754,-1.59899769885978,-0.662711259268406
GTEX-1GN1W,-0.655675604760342,-1.28271959405731,0.279069905980448,-0.366763498549028,0.154316164302815,-0.100343495678311
GTEX-1GZ4H,-0.750712206445852,-0.232705060960911,-0.791053809321544,1.39415153514425,0.144254990588641,-0.0583040655466935
GTEX-1H11D,-1.12373936525616,-1.30888726534147,-1.0808660188894,0.278811311355323,0.1242244725802,-0.0637480697936268
GTEX-1H1DG,2.30094064668191,0.435220519300337,-0.289559173475806,1.50182684980649,1.65406347045255,1.04813686138418
GTEX-1H1E6,-1.7017018981635,-1.71512887150418,-1.65793518277959,-0.0381817366129645,-0.254501179105141,0.0934777295541025
GTEX-1H23P,3.38025140972893,-0.0100954247265959,-1.00524849360412,0.132586595199984,-1.821440755449,-0.546376432158415
GTEX-1HKZK,-0.483052464030933,-1.76982127244642,-0.868397767231534,-0.0495808909869779,1.01243843858496,-0.436440564356802
GTEX-1HSGN,-1.13394940300924,-1.39058139419196,-1.21939148671203,0.278682915395938,0.194858924733396,-0.0913378006437438
GTEX-1HSMO,3.9515624103155,0.348807527988638,0.208341729133609,0.447164873368223,-0.373473487948854,-0.397486595065352
GTEX-1I1GQ,3.74785550928591,0.325490899380443,-0.0386083822139875,0.956701929512635,0.801871404931443,-0.11790877257821
GTEX-1I1GT,-0.190579665916742,-0.334278165500466,0.138010177901896,0.938313501762882,0.514337901413965,-0.227352057937162
GTEX-1I1GU,-0.664029031455906,-0.0697249534554171,0.135004180121858,1.0002445445577,-0.182176808160683,0.0602171873435119
GTEX-1I4MK,-0.981213553311352,-1.14970406958087,-0.16740585048709,-0.0850867286088905,-0.123360863418567,0.0229147515531017
GTEX-1IDJC,-0.8365338591099,-1.35640450876836,-0.484864228635995,-0.0283254292561422,0.262547037375144,-0.131641514411897
GTEX-1IDJD,-0.701959302457861,-0.471581672237908,0.369129396730003,0.406720157536068,-0.201327255281293,0.0566728472981425
GTEX-1IDJU,-0.40261756053821,0.779608286794733,1.35586790332291,1.21661251827078,-0.623662968535466,0.232117501113359
GTEX-1IL2U,2.37443351120057,-0.290349486714759,-0.594919280257236,0.0384656191377589,-0.549809235665972,0.430408575947173
GTEX-1J8EW,3.84256323536713,-0.4359929958965,0.529177111817436,-0.172265219980705,0.929613756114998,-0.193509613003279
GTEX-1J8Q3,-1.48327205212661,-0.761587775136464,-1.2136568472476,0.775751317704476,-0.460364033761483,0.185692578880081
GTEX-1JK1U,-1.19042536207688,-1.3462992694763,-0.406403359366951,-0.232291622998885,-0.232112173461978,0.0679987708357664
GTEX-1JKYN,-1.47681896904744,-0.795466303091464,-1.08569734275244,0.659413914260628,-0.494688558180573,0.196702112929715
GTEX-1JKYR,-0.941066467694169,-1.65352647072866,-1.02210202152422,-0.0380444086015076,0.446056575628647,-0.201570057722528
GTEX-1JMPZ,4.04424792348866,-1.02495445474684,0.209217628026833,-1.42314646368668,-1.14547177399787,-0.860880146115945
GTEX-1K2DA,-1.0653140618991,-1.25804620597228,0.238458644052084,-0.503273815359282,-0.367476547341638,0.112746287922647
GTEX-1K2DU,0.280882369938361,0.285461625463361,1.42298148362292,0.968051227850454,0.39133723669785,-0.189994796474341
GTEX-1K9T9,0.098667923424889,-0.545635259548799,1.11555161677528,0.210232682777595,0.548007764208474,-0.262583014382987
GTEX-1KANA,-1.13806503888913,-1.34168877167701,-0.0192793025194382,-0.456373377722315,-0.327468279442886,0.099737478551857
GTEX-1KXAM,-0.953255517585314,-0.390853178979347,0.166670985381028,0.508089093772467,-0.468107555727771,0.170132857365126
GTEX-1L5NE,-0.761983073304594,-1.04972430670798,1.12156139569058,-0.721401708521017,-0.409597281017687,0.117379822225449
GTEX-1LG7Z,-0.835635357764314,-0.597974844875887,0.253225463639386,0.287782335089741,-0.285943956908648,0.090938339726813
GTEX-1LGRB,-1.33154112916673,-0.886756184254668,-0.861072730768053,0.48351438029473,-0.371215521467866,0.140853483783508
GTEX-1LSNM,-0.96861924660454,-0.439373759116705,-0.498299048910908,0.884679665232369,-0.194742156265399,0.0704029195859897
GTEX-1LVAN,-0.41194957768077,-0.749445218582658,0.14555707798102,0.394264430239354,0.356345057067146,-0.170604328891755
GTEX-1M5QR,0.154943436313136,-0.367117154474154,1.51895523155315,0.160351706205783,0.395602802214026,-0.204922829628919
GTEX-1MGNQ,-0.443198421963354,0.398743921193548,0.398248381751941,1.42310539906448,-0.154982584509954,0.0525805415703826
GTEX-1MUQO,-0.197460636103905,-0.488850769008821,0.787836994656654,0.347603202798111,0.28307469216156,-0.148005837863622
GTEX-1N2DV,-0.317248746674468,0.491400442142936,1.04336077852842,1.15698100706151,-0.290765769734026,0.0975707937943814
GTEX-1N2EF,3.22516565359615,-0.829535880594244,-0.0141864070135268,-0.9827537013028,-0.847104171579962,-0.221730139402492
GTEX-1NSGN,0.0450389139003698,0.276896330322234,0.810210509900416,1.2508259778336,0.344429358351344,-0.159904782988166
GTEX-1NUQO,0.272240471476772,-1.15302851044929,1.94667860617515,-0.892330682625606,0.618914414005367,-0.317207923462922
GTEX-1O97I,4.71439815995245,0.461672120389452,0.583323768613649,0.672811716906103,0.422619988107948,-0.725672106656573
GTEX-1OFPY,-1.09264158258215,-0.920327709892149,-0.120412426326135,0.074188705199666,-0.360378509264006,0.122338715909984
GTEX-1OKEX,-0.0351895169599534,-0.235541860239942,1.70625000730483,0.0886457914716667,0.0290688766703144,-0.0571753929061031
GTEX-1PBJI,3.63359749955999,0.394794589450797,0.367540178604137,1.17801167369596,1.79080085270109,0.227076101035187
GTEX-1PFEY,-0.48063915443408,-0.626236794410085,-0.756239067839399,1.08182552410012,0.604921858543106,-0.252930998967017
GTEX-1PPH8,0.451019805147002,-0.444028419020069,1.97740840625624,-0.0837013211311691,0.612244499418917,-0.302627725069591
GTEX-1PWST,4.56677255838865,0.381890900594566,-0.562794520065118,0.803408476260395,-0.593211262376069,-1.04640284420673
GTEX-1QAET,0.309291059872083,0.855000048184913,1.73830512973179,1.37444455482085,0.115231692084944,-0.0736311004606588
GTEX-1QEPI,3.40547885567297,0.321538275358506,-0.471072653320271,0.610662141888027,-0.788673149248337,-0.21693336421892
GTEX-1QP28,0.784007829866984,-0.665241986609639,1.08645860546555,0.419621572521453,1.4864469632628,-0.645277176487297
GTEX-1QP29,-0.0150657062779705,-1.11014638942667,0.288559011091362,0.1042788600338,0.925718045683696,-0.410779916075189
GTEX-1QP2A,-0.138147330702858,-1.27057294834668,0.830534354223868,-0.475702414586629,0.590778335267669,-0.287460809359027
GTEX-1QPFJ,-0.968720820924616,-1.616681906781,-1.01241801553586,-0.0183581045683197,0.394448383726946,-0.180141191992018
GTEX-1QW4Y,0.0612575134783094,-0.627120943650608,1.11571110489614,0.107101624190448,0.52537641814815,-0.25482353507832
GTEX-1R46S,3.80482110195998,-0.44238826434405,-1.5389133179183,0.222421940523424,-0.910681669959359,-0.914098155163791
GTEX-1R7EU,-0.983199356860984,-1.67424530952673,-0.882210551411802,-0.170752498914453,0.339590453335111,-0.161248799798379
GTEX-1R7EV,-0.784973789776918,-1.08559187587824,-0.469465037153302,0.270429292725218,0.236790139693801,-0.116713303479124
GTEX-1R9K5,-0.995214957213292,-1.58195802216543,-1.26861771962913,0.173462615647097,0.4561120656709,-0.199897413839222
GTEX-1RAZA,-0.449871911251827,-0.10386832137024,-0.0479485839048018,1.18274473019346,0.182685755370898,-0.085222254305901
GTEX-1RAZQ,-0.0172917392594483,-1.52368052879361,0.115586906942505,-0.21890554394783,1.12665330970078,-0.496478565744997
GTEX-1S82P,-0.88242741084066,-1.21478024642579,-0.328152541848116,-0.00289990534941565,0.0925365998641627,-0.0629734393493675
GTEX-1S831,-1.15951894307771,-0.665748004569379,-0.478818592323066,0.545593346039527,-0.378286375986873,0.140620437470681
GTEX-1S83E,0.0972798844937455,-0.524173834843257,1.11797022570119,0.230599021526303,0.538371219921478,-0.258337160754196
GTEX-N7MT,3.96900386622168,3.32415475093897,0.5406419857791,-0.253759670356483,-1.57743188474498,-0.873613194924786
GTEX-NFK9,0.912197167025677,2.82519753551586,-0.65992826907328,0.461931256341566,0.436181578590669,1.33305129188299
GTEX-NPJ8,2.08415784341517,2.50506301224225,-3.77235001056391,0.834148089017816,-1.95764346439961,-0.654803412471791
GTEX-O5YT,-1.26803605061335,-0.0313109686179723,0.157403237824303,-2.40933185236185,0.200937466364266,-0.353487951922162
GTEX-OHPL,-0.729632295650331,2.88352597274183,0.194062214974611,0.88301114292854,-0.0438085572869036,-0.20364634262195
GTEX-OHPM,-0.922713250190116,2.8195758778204,-0.0353956251649953,0.87662175431631,-0.177834624052374,-0.146145727608033
GTEX-OIZF,-1.31576292370543,0.197893148592919,0.0577254306525192,-2.12495083596742,0.107817878618925,-0.30982999662232
GTEX-OIZI,1.18779076562849,0.189942877779157,0.878017351910306,-3.1899824010059,0.989059704557256,1.03421749609304
GTEX-OOBJ,-0.579492802623804,2.57611785458823,0.794457858073115,0.236217173329791,-0.00229354689943627,-0.23686084296478
GTEX-OOBK,-0.533006997696443,1.22660014787685,1.18214460755327,-1.41616074129331,0.32525817686323,-0.400632833252177
GTEX-OXRK,0.922873449831106,0.274430676117018,0.944331744538238,-3.26666222780304,0.591129185050667,1.19609949902995
GTEX-P4PP,-1.29048899000295,1.4451209753766,-0.355748652861274,-0.53025947975906,-0.0834158316697127,-0.202743595528565
GTEX-P4PQ,-0.73189644988814,2.19938624083869,0.392564582833133,0.0321324618846985,0.0879463097750288,-0.272777230645557
GTEX-P4QS,-0.884308035529045,0.61845391931737,1.0664065510853,-2.14267555168799,0.111767669422248,-0.322478540233029
GTEX-PLZ6,-0.849761447851274,1.93629192355397,0.127018989562615,-0.125553341030654,0.1298314619926,-0.289552457183239
GTEX-PSDG,1.39931982203836,2.2634776088437,0.239775102141757,-0.492705746406997,0.870283178861686,1.13047075810276
GTEX-PW2O,-0.353431498176573,2.53467306056536,1.13902140772127,0.0716431146440184,0.159909165668877,-0.309754848699716
GTEX-PX3G,-1.25143215424965,0.278384359313576,-0.213845561983087,-1.83299886713801,0.279058977609406,-0.373005638952001
GTEX-Q2AH,-1.07060279995316,1.87097821611626,-0.229206991775984,-0.0633088970416481,0.0132275064468842,-0.236836537755
GTEX-Q2AI,-1.33359534020132,0.710075114469706,-0.286032723934045,-1.36936487421846,0.0654095482479523,-0.277348269540205
GTEX-Q734,-1.67948620141336,1.62202336198088,-1.44756088741383,0.190236413222203,-0.187660565957218,-0.137367610172743
GTEX-QCQG,-1.02363767934442,1.59122262812841,-0.399764476695543,-0.224570717193856,0.234352344803729,-0.328433026921307
GTEX-QDVJ,0.707904433288338,0.2755595964045,-0.73373639329758,-2.26757536463127,1.01330249625138,1.05530456503009
